Time (seconds),Event Type,X Coordinate,Y Coordinate,Element Tag,Element ID,Element Class,Key,Scroll X,Scroll Y,Viewport Width,Viewport Height,Action,Data,Is Cheating
15.820,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
16.126,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
19.407,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
19.578,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
19.720,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
19.844,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
20.173,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,d,,,,,,,FALSE
20.368,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
20.554,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
21.121,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
21.809,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
22.076,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,u,,,,,,,FALSE
24.301,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
24.566,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,c,,,,,,,FALSE
26.143,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,:,,,,,,,FALSE
27.395,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
28.135,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,(,,,,,,,FALSE
29.654,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
30.105,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
30.198,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
30.896,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,1,,,,,,,FALSE
31.130,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,",",,,,,,,FALSE
31.887,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
32.449,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
32.542,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
33.035,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,2,,,,,,,FALSE
33.513,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,),,,,,,,FALSE
34.380,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,:,,,,,,,FALSE
34.606,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Enter,,,,,,,FALSE
35.130,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Tab,,,,,,,FALSE
36.232,mousemove,953,466,,,,,,,1536,738,,,FALSE
36.606,mousemove,951,466,,,,,,,1536,738,,,FALSE
36.709,mousemove,916,482,,,,,,,1536,738,,,FALSE
36.998,click,884,493,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,,,,1536,738,,,FALSE
37.275,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
41.969,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
41.971,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
42.352,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
42.578,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
42.845,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
43.005,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,u,,,,,,,FALSE
43.122,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
43.319,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
43.718,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
44.189,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
44.418,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
44.502,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
44.955,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,1,,,,,,,FALSE
45.389,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
45.522,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,+,,,,,,,FALSE
45.929,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
46.263,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
46.466,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
46.557,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
47.335,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,2,,,,,,,FALSE
52.028,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Enter,,,,,,,FALSE
52.904,mousemove,885,492,,,,,,,1536,738,,,FALSE
53.007,mousemove,884,476,,,,,,,1536,738,,,FALSE
53.110,mousemove,871,426,,,,,,,1536,738,,,FALSE
53.213,mousemove,779,314,,,,,,,1536,738,,,FALSE
53.356,mousemove,768,298,,,,,,,1536,738,,,FALSE
53.461,mousemove,756,264,,,,,,,1536,738,,,FALSE
53.564,mousemove,759,265,,,,,,,1536,738,,,FALSE
57.745,click,769,266,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
58.144,mousemove,769,267,,,,,,,1536,738,,,FALSE
58.249,mousemove,774,289,,,,,,,1536,738,,,FALSE
58.352,mousemove,805,327,,,,,,,1536,738,,,FALSE
58.620,mousemove,822,353,,,,,,,1536,738,,,FALSE
58.748,mousemove,855,340,,,,,,,1536,738,,,FALSE
58.849,mousemove,858,338,,,,,,,1536,738,,,FALSE
58.952,mousemove,866,341,,,,,,,1536,738,,,FALSE
59.055,mousemove,875,354,,,,,,,1536,738,,,FALSE
59.158,mousemove,868,397,,,,,,,1536,738,,,FALSE
59.262,mousemove,848,477,,,,,,,1536,738,,,FALSE
59.866,mousemove,847,478,,,,,,,1536,738,,,FALSE
59.971,mousemove,819,485,,,,,,,1536,738,,,FALSE
60.478,mousemove,812,496,,,,,,,1536,738,,,FALSE
61.755,click,812,493,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,,,,1536,738,,,FALSE
62.118,mousemove,812,492,,,,,,,1536,738,,,FALSE
65.008,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,d,,,,,,,FALSE
65.240,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
65.450,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
65.695,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
67.417,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,o,,,,,,,FALSE
67.652,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,l,,,,,,,FALSE
68.209,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,d,,,,,,,FALSE
68.315,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
68.675,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
68.890,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,u,,,,,,,FALSE
69.076,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
69.166,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,c,,,,,,,FALSE
69.407,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
69.500,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
69.663,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,o,,,,,,,FALSE
69.862,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
70.000,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,s,,,,,,,FALSE
71.172,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
72.735,mousemove,811,430,,,,,,,1536,738,,,FALSE
73.074,mousemove,811,434,,,,,,,1536,738,,,FALSE
73.670,mousemove,817,450,,,,,,,1536,738,,,FALSE
73.771,mousemove,816,450,,,,,,,1536,738,,,FALSE
73.883,mousemove,816,446,,,,,,,1536,738,,,FALSE
73.990,mousemove,793,419,,,,,,,1536,738,,,FALSE
74.095,mousemove,775,369,,,,,,,1536,738,,,FALSE
74.201,mousemove,751,282,,,,,,,1536,738,,,FALSE
74.554,click,740,255,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
74.760,mousemove,740,257,,,,,,,1536,738,,,FALSE
74.862,mousemove,775,326,,,,,,,1536,738,,,FALSE
74.965,mousemove,887,437,,,,,,,1536,738,,,FALSE
75.068,mousemove,1060,519,,,,,,,1536,738,,,FALSE
75.371,mousemove,1126,534,,,,,,,1536,738,,,FALSE
75.474,mousemove,1199,538,,,,,,,1536,738,,,FALSE
75.577,mousemove,1303,553,,,,,,,1536,738,,,FALSE
75.680,mousemove,1329,578,,,,,,,1536,738,,,FALSE
77.559,click,1335,585,button,,inline-flex items-center justify-center whitespace-nowrap rounded-md text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-10 px-4 py-2,,,,1536,738,,,FALSE
77.847,mousemove,1333,585,,,,,,,1536,738,,,FALSE
77.953,mousemove,1219,552,,,,,,,1536,738,,,FALSE
78.291,mousemove,1044,521,,,,,,,1536,738,,,FALSE
78.396,mousemove,995,493,,,,,,,1536,738,,,FALSE
78.499,mousemove,855,440,,,,,,,1536,738,,,FALSE
78.663,mousemove,854,440,,,,,,,1536,738,,,FALSE
78.879,mousemove,862,448,,,,,,,1536,738,,,FALSE
78.990,mousemove,859,441,,,,,,,1536,738,,,FALSE
79.757,mousemove,856,434,,,,,,,1536,738,,,FALSE
79.858,mousemove,828,401,,,,,,,1536,738,,,FALSE
79.959,mousemove,816,373,,,,,,,1536,738,,,FALSE
80.062,mousemove,800,290,,,,,,,1536,738,,,FALSE
80.186,mousemove,796,265,,,,,,,1536,738,,,FALSE
80.288,mousemove,789,263,,,,,,,1536,738,,,FALSE
80.414,mousemove,780,259,,,,,,,1536,738,,,FALSE
80.628,click,780,259,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
81.210,mousemove,781,259,,,,,,,1536,738,,,FALSE
81.497,mousemove,806,259,,,,,,,1536,738,,,FALSE
81.602,mousemove,813,261,,,,,,,1536,738,,,FALSE
81.753,mousemove,814,261,,,,,,,1536,738,,,FALSE
81.856,mousemove,820,261,,,,,,,1536,738,,,FALSE
81.981,mousemove,825,262,,,,,,,1536,738,,,FALSE
82.092,mousemove,826,263,,,,,,,1536,738,,,FALSE
82.318,mousemove,830,265,,,,,,,1536,738,,,FALSE
82.602,mousemove,832,265,,,,,,,1536,738,,,FALSE
82.790,mousemove,823,264,,,,,,,1536,738,,,FALSE
83.602,click,823,264,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
83.906,mousemove,823,265,,,,,,,1536,738,,,FALSE
84.009,mousemove,827,383,,,,,,,1536,738,,,FALSE
84.913,mousemove,831,391,,,,,,,1536,738,,,FALSE
85.014,mousemove,862,431,,,,,,,1536,738,,,FALSE
85.349,mousemove,888,453,,,,,,,1536,738,,,FALSE
85.450,mousemove,888,440,,,,,,,1536,738,,,FALSE
86.814,mousemove,888,439,,,,,,,1536,738,,,FALSE
86.917,mousemove,849,433,,,,,,,1536,738,,,FALSE
87.185,mousemove,848,433,,,,,,,1536,738,,,FALSE
87.287,mousemove,820,422,,,,,,,1536,738,,,FALSE
87.526,mousemove,801,413,,,,,,,1536,738,,,FALSE
88.769,mousemove,791,423,,,,,,,1536,738,,,FALSE
88.875,mousemove,776,441,,,,,,,1536,738,,,FALSE
88.984,mousemove,771,446,,,,,,,1536,738,,,FALSE
89.911,click,768,451,label,,text-sm,,,,1536,738,,,FALSE
90.189,mousemove,767,451,,,,,,,1536,738,,,FALSE
90.632,click,741,451,input,,rounded,,,,1536,738,,,FALSE
91.130,mousemove,742,451,,,,,,,1536,738,,,FALSE
91.232,mousemove,774,463,,,,,,,1536,738,,,FALSE
91.380,mousemove,786,465,,,,,,,1536,738,,,FALSE
91.487,mousemove,826,489,,,,,,,1536,738,,,FALSE
91.590,mousemove,863,501,,,,,,,1536,738,,,FALSE
91.693,mousemove,877,509,,,,,,,1536,738,,,FALSE
91.796,mousemove,893,517,,,,,,,1536,738,,,FALSE
91.911,mousemove,909,522,,,,,,,1536,738,,,FALSE
92.014,mousemove,940,523,,,,,,,1536,738,,,FALSE
92.143,mousemove,943,523,,,,,,,1536,738,,,FALSE
92.251,mousemove,1030,543,,,,,,,1536,738,,,FALSE
92.553,mousemove,1317,573,,,,,,,1536,738,,,FALSE
92.657,mousemove,1334,603,,,,,,,1536,738,,,FALSE
92.766,mousemove,1345,625,,,,,,,1536,738,,,FALSE
92.943,click,1345,625,path,,[object SVGAnimatedString],,,,1536,738,,,FALSE
93.081,mousemove,1344,624,,,,,,,1536,738,,,FALSE
93.184,mousemove,1272,596,,,,,,,1536,738,,,FALSE
93.287,mousemove,1049,541,,,,,,,1536,738,,,FALSE
93.683,mousemove,988,528,,,,,,,1536,738,,,FALSE
93.812,mousemove,983,521,,,,,,,1536,738,,,FALSE
95.286,mousemove,983,521,,,,,,,1536,738,,,FALSE
95.399,mousemove,981,530,,,,,,,1536,738,,,FALSE
95.761,mousemove,979,529,,,,,,,1536,738,,,FALSE
95.863,mousemove,949,398,,,,,,,1536,738,,,FALSE
96.113,mousemove,939,372,,,,,,,1536,738,,,FALSE
96.220,mousemove,884,283,,,,,,,1536,738,,,FALSE
97.814,click,868,257,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
99.620,mousemove,868,258,,,,,,,1536,738,,,FALSE
99.909,mousemove,868,314,,,,,,,1536,738,,,FALSE
100.015,mousemove,911,298,,,,,,,1536,738,,,FALSE
100.118,mousemove,915,289,,,,,,,1536,738,,,FALSE
100.221,mousemove,908,262,,,,,,,1536,738,,,FALSE
100.363,mousemove,904,259,,,,,,,1536,738,,,FALSE
100.945,click,904,258,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
101.221,mousemove,904,259,,,,,,,1536,738,,,FALSE
101.324,mousemove,919,305,,,,,,,1536,738,,,FALSE
101.427,mousemove,932,402,,,,,,,1536,738,,,FALSE
101.530,mousemove,941,463,,,,,,,1536,738,,,FALSE
102.356,mousemove,945,474,,,,,,,1536,738,,,FALSE
104.183,mousemove,945,473,,,,,,,1536,738,,,FALSE
106.114,mousemove,943,468,,,,,,,1536,738,,,FALSE
106.221,mousemove,853,462,,,,,,,1536,738,,,FALSE
106.537,mousemove,840,459,,,,,,,1536,738,,,FALSE
106.639,mousemove,760,456,,,,,,,1536,738,,,FALSE
106.927,mousemove,735,454,,,,,,,1536,738,,,FALSE
107.033,mousemove,628,469,,,,,,,1536,738,,,FALSE
107.136,mousemove,555,475,,,,,,,1536,738,,,FALSE
107.412,mousemove,554,475,,,,,,,1536,738,,,FALSE
107.536,mousemove,557,468,,,,,,,1536,738,,,FALSE
107.980,mousemove,558,468,,,,,,,1536,738,,,FALSE
108.082,mousemove,583,468,,,,,,,1536,738,,,FALSE
108.695,mousemove,584,468,,,,,,,1536,738,,,FALSE
108.797,mousemove,605,468,,,,,,,1536,738,,,FALSE
108.900,mousemove,636,469,,,,,,,1536,738,,,FALSE
109.003,mousemove,686,473,,,,,,,1536,738,,,FALSE
109.106,mousemove,738,466,,,,,,,1536,738,,,FALSE
109.209,mousemove,789,459,,,,,,,1536,738,,,FALSE
110.720,mousemove,793,458,,,,,,,1536,738,,,FALSE
110.821,mousemove,779,458,,,,,,,1536,738,,,FALSE
110.924,mousemove,739,465,,,,,,,1536,738,,,FALSE
111.807,mousemove,720,465,,,,,,,1536,738,,,FALSE
111.912,mousemove,669,459,,,,,,,1536,738,,,FALSE
112.015,mousemove,585,451,,,,,,,1536,738,,,FALSE
112.118,mousemove,543,453,,,,,,,1536,738,,,FALSE
112.551,mousemove,537,458,,,,,,,1536,738,,,FALSE
113.959,mousemove,538,454,,,,,,,1536,738,,,FALSE
114.064,mousemove,574,411,,,,,,,1536,738,,,FALSE
114.167,mousemove,564,263,,,,,,,1536,738,,,FALSE
114.270,mousemove,511,114,,,,,,,1536,738,,,FALSE
116.845,mousemove,347,1,,,,,,,1536,738,,,FALSE
116.950,mousemove,359,34,,,,,,,1536,738,,,FALSE
117.072,mousemove,360,38,,,,,,,1536,738,,,FALSE
117.173,mousemove,373,106,,,,,,,1536,738,,,FALSE
117.276,mousemove,405,213,,,,,,,1536,738,,,FALSE
117.379,mousemove,429,301,,,,,,,1536,738,,,FALSE
117.651,mousemove,433,310,,,,,,,1536,738,,,FALSE
117.755,mousemove,442,325,,,,,,,1536,738,,,FALSE
117.856,mousemove,452,337,,,,,,,1536,738,,,FALSE
118.202,mousemove,455,341,,,,,,,1536,738,,,FALSE
118.462,mousemove,457,345,,,,,,,1536,738,,,FALSE
118.567,mousemove,477,385,,,,,,,1536,738,,,FALSE
119.165,mousemove,490,410,,,,,,,1536,738,,,FALSE
120.782,mousemove,491,411,,,,,,,1536,738,,,FALSE
120.968,mousemove,492,413,,,,,,,1536,738,,,FALSE
121.070,mousemove,580,401,,,,,,,1536,738,,,FALSE
121.926,mousemove,584,399,,,,,,,1536,738,,,TRUE
122.034,mousemove,529,305,,,,,,,1536,738,,,TRUE
122.137,mousemove,485,235,,,,,,,1536,738,,,TRUE
122.240,mousemove,384,64,,,,,,,1536,738,,,TRUE
123.400,tab-switch,,,,,,,,,,,blur,,TRUE
137.631,tab-switch,,,,,,,,,,,focus,,TRUE
137.883,mousemove,227,,,,,,,,1536,738,,,TRUE
137.986,mousemove,619,265,,,,,,,1536,738,,,TRUE
138.089,mousemove,856,388,,,,,,,1536,738,,,TRUE
138.273,mousemove,866,393,,,,,,,1536,738,,,TRUE
138.376,mousemove,888,395,,,,,,,1536,738,,,TRUE
138.580,mousemove,899,396,,,,,,,1536,738,,,TRUE
138.683,mousemove,928,383,,,,,,,1536,738,,,TRUE
138.807,mousemove,934,387,,,,,,,1536,738,,,TRUE
138.913,mousemove,943,391,,,,,,,1536,738,,,TRUE
139.022,mousemove,957,397,,,,,,,1536,738,,,TRUE
139.538,mousemove,970,404,,,,,,,1536,738,,,TRUE
139.641,mousemove,992,402,,,,,,,1536,738,,,TRUE
139.902,mousemove,994,401,,,,,,,1536,738,,,TRUE
141.783,mousemove,993,393,,,,,,,1536,738,,,TRUE
141.889,mousemove,909,383,,,,,,,1536,738,,,TRUE
141.992,mousemove,701,325,,,,,,,1536,738,,,TRUE
142.200,mousemove,700,325,,,,,,,1536,738,,,TRUE
142.301,mousemove,528,150,,,,,,,1536,738,,,TRUE
143.285,mousemove,392,,,,,,,,1536,738,,,TRUE
