Time (seconds),Event Type,X Coordinate,Y Coordinate,Element Tag,Element ID,Element Class,Key,Scroll X,Scroll Y,Viewport Width,Viewport Height,Action,Data,Is Cheating
18.064,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,),,,,,,,FALSE
18.660,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
20.423,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
20.807,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
20.947,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,x,,,,,,,FALSE
21.216,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,",",,,,,,,FALSE
21.385,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
22.030,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
22.179,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,y,,,,,,,FALSE
22.696,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
23.626,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,:,,,,,,,FALSE
24.016,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Enter,,,,,,,FALSE
24.709,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Tab,,,,,,,FALSE
25.442,mousemove,1148,119,,,,,,,1536,738,,,FALSE
25.546,mousemove,1028,212,,,,,,,1536,738,,,FALSE
25.651,mousemove,980,269,,,,,,,1536,738,,,FALSE
25.982,mousemove,862,364,,,,,,,1536,738,,,FALSE
26.103,mousemove,752,446,,,,,,,1536,738,,,FALSE
26.221,mousemove,753,448,,,,,,,1536,738,,,FALSE
26.337,mousemove,752,449,,,,,,,1536,738,,,FALSE
26.373,click,753,447,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,,,,1536,738,,,FALSE
26.463,mousemove,754,445,,,,,,,1536,738,,,FALSE
26.581,mousemove,757,439,,,,,,,1536,738,,,FALSE
26.609,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
26.846,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
27.398,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
27.573,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
27.804,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
27.932,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,u,,,,,,,FALSE
28.188,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
28.303,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
28.382,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,t,,,,,,,FALSE
28.524,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,u,,,,,,,FALSE
28.647,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
28.774,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,n,,,,,,,FALSE
28.907,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
29.127,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,x,,,,,,,FALSE
29.350,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
29.698,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,+,,,,,,,FALSE
29.902,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
30.333,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,y,,,,,,,FALSE
31.297,mousemove,764,437,,,,,,,1536,738,,,FALSE
31.401,mousemove,851,435,,,,,,,1536,738,,,FALSE
31.851,mousemove,957,436,,,,,,,1536,738,,,FALSE
31.954,mousemove,1166,473,,,,,,,1536,738,,,FALSE
32.194,mousemove,1176,474,,,,,,,1536,738,,,FALSE
32.310,mousemove,1341,541,,,,,,,1536,738,,,FALSE
32.415,mousemove,1344,548,,,,,,,1536,738,,,FALSE
32.519,mousemove,1346,553,,,,,,,1536,738,,,FALSE
32.672,click,1346,553,svg,,[object SVGAnimatedString],,,,1536,738,,,FALSE
32.720,mousemove,1345,553,,,,,,,1536,738,,,FALSE
32.831,mousemove,1341,550,,,,,,,1536,738,,,FALSE
32.942,mousemove,1226,461,,,,,,,1536,738,,,FALSE
33.229,mousemove,1090,376,,,,,,,1536,738,,,FALSE
33.338,mousemove,935,296,,,,,,,1536,738,,,FALSE
33.557,mousemove,928,297,,,,,,,1536,738,,,FALSE
33.664,mousemove,749,205,,,,,,,1536,738,,,FALSE
33.775,mousemove,749,203,,,,,,,1536,738,,,FALSE
33.916,mousemove,753,205,,,,,,,1536,738,,,FALSE
34.032,mousemove,758,208,,,,,,,1536,738,,,FALSE
34.137,mousemove,764,211,,,,,,,1536,738,,,FALSE
34.184,click,764,212,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
34.282,mousemove,764,213,,,,,,,1536,738,,,FALSE
34.394,mousemove,899,305,,,,,,,1536,738,,,FALSE
34.505,mousemove,996,379,,,,,,,1536,738,,,FALSE
34.857,mousemove,996,380,,,,,,,1536,738,,,FALSE
35.013,mousemove,992,379,,,,,,,1536,738,,,FALSE
35.118,mousemove,974,377,,,,,,,1536,738,,,FALSE
37.943,mousemove,952,373,,,,,,,1536,738,,,FALSE
38.047,mousemove,808,268,,,,,,,1536,738,,,FALSE
38.151,mousemove,776,237,,,,,,,1536,738,,,FALSE
38.255,mousemove,732,217,,,,,,,1536,738,,,FALSE
38.359,mousemove,725,201,,,,,,,1536,738,,,FALSE
38.508,mousemove,723,201,,,,,,,1536,738,,,FALSE
38.906,mousemove,722,204,,,,,,,1536,738,,,FALSE
39.009,click,722,205,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
39.158,mousemove,721,206,,,,,,,1536,738,,,FALSE
39.279,mousemove,720,207,,,,,,,1536,738,,,FALSE
39.445,mousemove,720,208,,,,,,,1536,738,,,FALSE
39.794,mousemove,720,209,,,,,,,1536,738,,,FALSE
39.900,mousemove,730,210,,,,,,,1536,738,,,FALSE
40.049,mousemove,732,211,,,,,,,1536,738,,,FALSE
40.154,mousemove,734,210,,,,,,,1536,738,,,FALSE
40.262,mousemove,756,205,,,,,,,1536,738,,,FALSE
40.414,mousemove,760,205,,,,,,,1536,738,,,FALSE
40.582,mousemove,762,206,,,,,,,1536,738,,,FALSE
41.597,click,761,207,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
41.916,mousemove,761,214,,,,,,,1536,738,,,FALSE
42.018,mousemove,848,397,,,,,,,1536,738,,,FALSE
42.135,mousemove,851,409,,,,,,,1536,738,,,FALSE
42.238,mousemove,828,429,,,,,,,1536,738,,,FALSE
42.344,mousemove,812,431,,,,,,,1536,738,,,FALSE
42.447,mousemove,819,423,,,,,,,1536,738,,,FALSE
42.551,mousemove,855,381,,,,,,,1536,738,,,FALSE
42.700,mousemove,861,372,,,,,,,1536,738,,,FALSE
42.896,mousemove,862,368,,,,,,,1536,738,,,FALSE
43.665,mousemove,862,364,,,,,,,1536,738,,,FALSE
43.817,mousemove,865,346,,,,,,,1536,738,,,FALSE
43.942,mousemove,864,353,,,,,,,1536,738,,,FALSE
50.449,mousemove,859,357,,,,,,,1536,738,,,FALSE
50.553,mousemove,804,367,,,,,,,1536,738,,,FALSE
54.804,mousemove,804,363,,,,,,,1536,738,,,FALSE
54.907,mousemove,833,319,,,,,,,1536,738,,,FALSE
55.012,mousemove,886,305,,,,,,,1536,738,,,FALSE
55.119,mousemove,891,303,,,,,,,1536,738,,,FALSE
55.238,mousemove,890,307,,,,,,,1536,738,,,FALSE
55.651,mousemove,890,308,,,,,,,1536,738,,,FALSE
55.755,mousemove,883,313,,,,,,,1536,738,,,FALSE
55.856,mousemove,867,323,,,,,,,1536,738,,,FALSE
55.977,mousemove,857,330,,,,,,,1536,738,,,FALSE
56.081,mousemove,800,365,,,,,,,1536,738,,,FALSE
56.228,mousemove,778,373,,,,,,,1536,738,,,FALSE
56.347,mousemove,777,373,,,,,,,1536,738,,,FALSE
56.450,mousemove,760,383,,,,,,,1536,738,,,FALSE
56.587,mousemove,760,384,,,,,,,1536,738,,,FALSE
56.850,mousemove,759,385,,,,,,,1536,738,,,FALSE
57.517,mousemove,756,386,,,,,,,1536,738,,,FALSE
57.626,mousemove,755,381,,,,,,,1536,738,,,FALSE
57.744,mousemove,754,376,,,,,,,1536,738,,,FALSE
57.895,mousemove,754,373,,,,,,,1536,738,,,FALSE
58.207,mousemove,754,374,,,,,,,1536,738,,,FALSE
58.337,mousemove,752,378,,,,,,,1536,738,,,FALSE
58.537,mousemove,752,378,,,,,,,1536,738,,,FALSE
58.723,mousemove,752,377,,,,,,,1536,738,,,FALSE
59.103,mousemove,752,378,,,,,,,1536,738,,,FALSE
59.238,mousemove,752,379,,,,,,,1536,738,,,FALSE
59.350,mousemove,752,381,,,,,,,1536,738,,,FALSE
59.688,mousemove,751,381,,,,,,,1536,738,,,FALSE
59.901,mousemove,750,381,,,,,,,1536,738,,,FALSE
60.005,mousemove,732,382,,,,,,,1536,738,,,FALSE
60.238,mousemove,728,382,,,,,,,1536,738,,,FALSE
60.349,mousemove,732,389,,,,,,,1536,738,,,FALSE
60.456,mousemove,736,394,,,,,,,1536,738,,,FALSE
60.589,mousemove,743,402,,,,,,,1536,738,,,FALSE
60.717,click,743,402,input,,rounded,,,,1536,738,,,FALSE
60.797,mousemove,744,402,,,,,,,1536,738,,,FALSE
61.417,mousemove,750,405,,,,,,,1536,738,,,FALSE
61.518,mousemove,919,483,,,,,,,1536,738,,,FALSE
61.623,mousemove,1048,519,,,,,,,1536,738,,,FALSE
61.846,mousemove,1064,521,,,,,,,1536,738,,,FALSE
61.949,mousemove,1303,551,,,,,,,1536,738,,,FALSE
62.127,mousemove,1305,551,,,,,,,1536,738,,,FALSE
62.234,mousemove,1348,565,,,,,,,1536,738,,,FALSE
62.338,mousemove,1355,570,,,,,,,1536,738,,,FALSE
62.447,click,1355,572,button,,inline-flex items-center justify-center whitespace-nowrap rounded-md text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-10 px-4 py-2,,,,1536,738,,,FALSE
62.468,mousemove,1355,573,,,,,,,1536,738,,,FALSE
62.581,mousemove,1317,553,,,,,,,1536,738,,,FALSE
62.685,mousemove,1052,203,,,,,,,1536,738,,,FALSE
62.886,mousemove,1036,203,,,,,,,1536,738,,,FALSE
62.990,mousemove,883,198,,,,,,,1536,738,,,FALSE
63.157,mousemove,825,202,,,,,,,1536,738,,,FALSE
63.268,mousemove,827,206,,,,,,,1536,738,,,FALSE
63.373,mousemove,824,207,,,,,,,1536,738,,,FALSE
63.395,click,824,207,button,,inline-flex items-center justify-center whitespace-nowrap text-sm font-medium ring-offset-background transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 bg-primary text-primary-foreground hover:bg-primary/90 h-9 rounded-md px-3,,,,1536,738,,,FALSE
63.504,mousemove,825,207,,,,,,,1536,738,,,FALSE
63.609,mousemove,855,228,,,,,,,1536,738,,,FALSE
63.713,mousemove,909,303,,,,,,,1536,738,,,FALSE
64.132,mousemove,918,309,,,,,,,1536,738,,,FALSE
64.319,mousemove,917,310,,,,,,,1536,738,,,FALSE
64.449,mousemove,917,313,,,,,,,1536,738,,,FALSE
64.684,mousemove,917,314,,,,,,,1536,738,,,FALSE
64.797,mousemove,904,356,,,,,,,1536,738,,,FALSE
64.903,mousemove,872,381,,,,,,,1536,738,,,FALSE
67.261,mousemove,874,380,,,,,,,1536,738,,,FALSE
67.363,mousemove,976,335,,,,,,,1536,738,,,FALSE
67.479,mousemove,985,335,,,,,,,1536,738,,,FALSE
67.591,mousemove,996,331,,,,,,,1536,738,,,FALSE
67.695,mousemove,996,326,,,,,,,1536,738,,,FALSE
67.806,mousemove,992,320,,,,,,,1536,738,,,FALSE
67.918,mousemove,987,308,,,,,,,1536,738,,,FALSE
68.021,mousemove,986,307,,,,,,,1536,738,,,FALSE
68.138,mousemove,985,310,,,,,,,1536,738,,,FALSE
68.473,click,984,310,p,,text-sm,,,,1536,738,,,FALSE
69.466,click,984,310,p,,text-sm,,,,1536,738,,,FALSE
69.679,click,984,310,p,,text-sm,,,,1536,738,,,FALSE
71.083,copy,,,,,,,,,,,copy,factorial,FALSE
71.082,keydown,,,body,,,c,,,,,,,FALSE
71.345,mousemove,981,313,,,,,,,1536,738,,,FALSE
71.449,mousemove,854,409,,,,,,,1536,738,,,FALSE
72.256,paste,,,,,,,,,,,paste,factorial,FALSE
71.572,mousemove,836,417,,,,,,,1536,738,,,FALSE
71.682,mousemove,833,415,,,,,,,1536,738,,,FALSE
71.848,click,833,413,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,,,,1536,738,,,FALSE
71.938,mousemove,833,414,,,,,,,1536,738,,,FALSE
72.043,mousemove,834,416,,,,,,,1536,738,,,FALSE
72.208,mousemove,836,414,,,,,,,1536,738,,,FALSE
72.253,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,v,,,,,,,FALSE
72.365,mousemove,837,413,,,,,,,1536,738,,,FALSE
72.505,mousemove,839,413,,,,,,,1536,738,,,FALSE
72.608,mousemove,841,413,,,,,,,1536,738,,,FALSE
74.925,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,(,,,,,,,FALSE
75.295,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,),,,,,,,FALSE
75.777,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.288,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.320,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.352,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.384,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.413,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.445,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.477,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.508,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.685,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
76.849,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowLeft,,,,,,,FALSE
77.190,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,d,,,,,,,FALSE
77.394,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
77.582,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
77.705,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
78.444,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
79.472,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
79.725,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.231,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.264,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.297,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.329,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.360,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.392,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.424,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.577,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
80.776,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
81.003,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,ArrowRight,,,,,,,FALSE
81.673,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,:,,,,,,,FALSE
81.901,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Enter,,,,,,,FALSE
82.238,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
82.563,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring, ,,,,,,,FALSE
84.582,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,r,,,,,,,FALSE
84.898,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,e,,,,,,,FALSE
85.296,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
85.442,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,Backspace,,,,,,,FALSE
86.698,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,i,,,,,,,FALSE
86.811,keydown,,,textarea,,w-full h-32 p-3 border border-input rounded-md bg-background resize-none focus:outline-none focus:ring-2 focus:ring-ring,f,,,,,,,FALSE
